epoch;acc;loss
0;0.6022510339379828;1.0086466732050203
1;0.7043838787246193;0.5947342478392512
2;0.7105478501507162;0.585167983168851
3;0.7083477314295334;0.5852184302492949
4;0.7086204732312119;0.5823472973034399
5;0.7076931500483863;0.5853920192155547
6;0.7124752292854668;0.5777907757422516
7;0.7119479264025537;0.5803676255822631
8;0.712075205978065;0.5790746866652043
9;0.7123661319303507;0.5773041570973656
