epoch;acc;loss
0;0.5716857312419106;0.9980262865367246
1;0.6834372826389181;0.6065957443470118
2;0.7091295932250377;0.5839580752592636
3;0.7142935092107537;0.578664352761088
4;0.7162390699611503;0.5750266167513511
5;0.7191301366870034;0.5739750010866637
6;0.7202392886902572;0.5722764795686205
7;0.7185119221949055;0.5721752356578604
8;0.7182573625984492;0.5720368870553562
9;0.7197847177180897;0.5715267225328587
