epoch;acc;loss
0;0.608869578313062;1.3139574532379057
1;0.6837100251970749;0.6180366033269815
2;0.7059294178301324;0.5857698769610103
3;0.7117297338566299;0.5779968156243119
4;0.7153844784181252;0.5724875040417777
5;0.7150571877714448;0.5736276977380467
6;0.7154026612768668;0.5733171258056905
7;0.71642089734557;0.5720867189118665
8;0.7145662522587791;0.5730897667802616
9;0.7166209095482055;0.5719723858029061
